# Gene Family	3003A	3003B	3004A	3004B	3005A	3005B	3007A	3007B	3008A	3008B	3009A	3009B	3012A	3012B	3013A	3013B	3014A	3014B	3016A	3016B	3020A	3020B	3021A	3021B	3022A	3022B	3023A	3023B	3025A	3025B	3026A	3026B	3027A	3027B	3028A	3028B	3029A	3029B	3030A	3030B	3031A	3031B	3032A	3032B	3033A	3033B	3036A	3036B	3037A	3037B	3039A	3039B	3042A	3042B	3043A	3043B	3044A	3044B	3046A	3046B	3047B	3048A	3048B	3049A	3049B
1.1.1.271	2352.314	1835.897	767.18	1096.053	1726.366	1462.922	2681.254	3081.101	841.682	223.995	322.388	509.391	2596.392	3019.478	1391.83	2372.862	1096.516	1889.805	1124.327	1778.201	1965.822	1249.945	1671.755	2292.65	1373.892	1504.536	2555.408	3927.486	163.937	489.894	2230.87	1058.659	1493.093	378.857	1192.081	1541.119	152.457	1740.436	1292.984	1157.391	505.788	1414.903	729.369	926.197	1865.828	2690.521	518.116	981.225	2222.046	125.568	1804.912	1537.104	78.201	1019.073	1105.581	2643.948	106.441	772.682	750.97	3707.032	1997.947	1510.45	886.849	2215.933	4587.011
1.1.1.272	161.663	125.558	125.983	27.852	60.697	28.293	0	0	16.818	75.216	88.307	37.643	161.776	33.496	0	56.36	118.313	225.341	57.587	34.239	177.25	39.155	0	13.283	98.468	110.582	23.485	11.162	15.035	55.212	85.707	121.349	242.755	360.508	159.041	108.008	0	0	120.923	70.793	7.82	32.301	39.579	70.478	7.661	5.538	27.663	82.231	112.445	23.752	58.282	66.685	0	53.837	85.509	125.692	0	8.842	23.875	0	32.467	4.132	54.501	54.98	118.584
1.1.1.274	686.738	957.751	1732.299	1617.319	442.894	447.237	488.609	767.94	204.623	219.08	100.306	73.813	659.217	357.585	334.426	726.297	607.856	746.644	515.441	280.736	274.253	279.988	1108.448	283.294	1737.635	1148.781	1068.534	581.19	344.283	201.452	947.83	249.384	2158.478	1429.215	636.003	342.967	161.06	638.224	617.824	375.708	7420.755	520.728	489.105	165.54	799.259	575.136	532.402	835.606	603.927	9.91	393.785	400.646	1336.977	1175.658	1234.152	658.264	677.422	901.68	501.386	279.029	122.674	421.762	1605.336	2099.857	7644.352
1.1.1.276	1985.428	454.229	1957.074	1042.767	249.385	195.914	241.776	93.368	805.208	439.602	66.148	0	297.819	142.191	22.2	171.907	1158.077	1261.409	614.526	172.365	145.546	111.326	532.41	561.742	1798.62	1081.614	517.891	54.852	394.204	220.391	534.923	335.987	736.158	511.255	708.611	2269.701	102.698	72.636	591.405	172	375.148	2578.687	366.871	282.849	205.981	214.992	187.086	194.554	170.664	8.013	249.924	408.739	318.502	986.879	596.09	527.636	314.983	337.984	799.054	50.776	155.354	1067.35	710.408	572.02	233.162
1.1.1.28	458.09	497.14	879.495	2405.595	560.45	517.54	1037.379	1005.842	593.404	330.621	117.529	31.805	900.769	1462.061	402.442	743.354	1028.631	1009.033	542.9	432.436	834	842.855	1244.564	1125.136	1434.653	993.953	956.276	1252.773	512.397	373.792	1055.936	422.913	2151.057	1459.742	752.444	1622.072	50.106	181.936	721.985	793.427	10590.444	788.908	386.038	249.393	433.274	472.843	173.98	576.756	1686.131	23.882	753.542	707.931	347.132	648.19	1033.024	544.666	72.145	400.984	418.319	578.224	1071.923	134.352	723.744	1967.631	7084.019
1.1.1.281	95.761	48.295	0	0	0	0	6.61	38.136	0	0	0	0	0	0	35.592	529.503	21.882	14.454	0	0	37.591	12.948	107.688	0	113.367	314.836	0	250.85	0	0	4	59.188	41.899	33.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.87	0	0	0	0	0	0	0	0	0	0	76.02	0	0	0	0	0
1.1.1.282	34.678	19.174	0	301.674	0	0	44.41	5.495	5.464	5.157	0	0	0	0	122.641	332.894	20.072	70.792	0	22.447	58.169	128.925	261.452	24.054	281.948	25.198	17.444	0	0	0	244.015	0	129.751	0	4.457	0	0	5.892	65.695	13.782	1261.569	10.857	0	0	0	0	0	0	0	0	0	0	34.602	0	12.195	10.666	0	0	0	0	0	0	85.152	423.413	2831.809
1.1.1.283	66.48	128.985	23.01	105.813	36.819	43.6	190.506	206.168	0	6.906	0	0	34.837	0	16.426	140.512	0	0	0	12.042	9.823	0	41.027	19.313	52.342	121.943	5.77	32.872	15.489	10.861	9.748	15.312	0	0	13.772	5.329	0	69.086	8.436	26.104	0	20.023	20.757	12.483	21.205	137.105	0	0	0	0	129.176	84.928	11.353	0	37.365	76.263	28.875	12.447	0	81.233	11.215	0	52.333	0	0
1.1.1.284	328.906	216.149	202.223	542.617	0	0	170.354	19.79	8.13	0	11.58	63.111	56.302	0	235.615	612.075	24.047	194.671	19.485	12.899	57.483	137.628	333.308	110.618	647.752	208.115	1286.707	22.189	0	0	408.357	12.069	144.943	3.965	272.41	117.617	67.371	24.308	197.267	38.4	2806.022	93.998	0	0	88.9	17.356	8.747	52.093	52.643	38.801	0	0	653.337	391.846	1533.49	520.892	5.346	0	128.92	0	0	74.954	230.048	1527.482	4536.19
1.1.1.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.665	16.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.626	0	0	0	0	0	0	0	0	0	0	0	14.999	0	0	0	0	0	0	0	0	0	0
1.1.1.289	0	0	0	0	0	0	19.997	8.807	0	0	0	0	76.962	0	16.143	149.225	63.815	214.8	0	18.989	14.744	51.244	109.139	107.895	711.406	102.196	366.172	13.385	51.756	8.957	137.848	17.985	235.332	60.27	160.934	375.76	0	33.566	264.13	28.295	95.138	808.449	110.033	137.482	113.337	66.059	101.79	40.547	47.322	0	0	0	132.832	308.596	400.458	360.684	0	0	248.61	0	0	97.153	274.708	200.262	54.985
1.1.1.29	1021.563	1125.156	476.175	565.444	462.861	326.714	871.007	1599.295	129.43	243.004	120.574	79.249	134.63	454.495	129.76	233.637	489.044	474.789	300.345	223.237	856.772	329.268	713.265	907.595	340.591	895.497	794.751	240.245	192.21	104.255	350.408	175.661	350.347	544.355	387.937	351.624	85.592	229.424	472.698	181.533	201.817	378.72	426.018	348.336	840.995	578.827	234.125	454.784	294.579	46.427	616.099	638.229	625.913	687.651	247.448	1336.835	55.972	475.667	390.358	414.65	502.835	204.535	509.181	666.373	534.695
1.1.1.290	2297.297	1674.389	1743.559	2305.428	2051.153	2136.08	5317.681	4905.922	3064.065	1081.735	67.304	124.963	5928.809	5120.383	2099.777	2211.74	1728.896	1813.422	3502.861	3646.443	3467.634	1619.891	4317.728	6585.65	2991.828	2289.022	4608.114	6461.583	609.089	409.675	2181.017	2935.644	2127.467	1285.653	2410.423	1222.091	231.742	1237.889	2548.863	2736.031	5411.169	4476.469	1221.704	2583.943	1785.386	2537.198	348.163	768.814	4401.46	69.184	1887.217	2057.847	1266.504	1729.407	4547.782	4090.743	733.569	743.231	1173.674	4925.979	2258.481	1583.894	2079.728	2843.621	5257.678
1.1.1.291	16.416	0	0	11.765	6.52	14.499	42.602	19.499	0	0	0	0	0	0	62.679	167.791	0	12.346	45.254	0	20.207	62.688	90.342	0	232.635	30.894	8.191	5.556	0	0	73.515	0	307.949	10.709	0	0	0	0	68.605	16.31	4218.133	36.723	0	0	0	0	5.405	0	0	0	2.956	0	40.075	0	0	0	0	0	0	0	21.027	2.324	0	530.674	1985.25
1.1.1.292	2020.181	966.598	1493.525	3477.779	991.328	1480.984	826.018	416.601	1481.943	1173.666	261.53	484.785	994.185	504.365	680.278	737.138	4554.49	5786.55	976.777	716.717	526.929	899.596	1947.657	2331.613	3328.427	2027.313	1441.483	882.893	1045.039	595.289	2193.562	781.589	2975.151	3083.873	1900.625	3288.396	255.309	1209.305	1597.407	570.485	3237.174	3427.431	2362.628	1282.883	1079.103	1442.304	781.673	1765.788	1315.825	21.539	1258.382	1323.92	2856.972	2873.984	1768.437	3014.202	207.098	537.166	2408.073	1394.649	830.905	1125.968	3224.009	3008.635	5220.174
1.1.1.298	21.279	0	0	255.024	11.173	0	25.914	0	0	0	0	0	0	0	68.108	309.433	3.378	61.549	30.366	0	6.043	49.469	115.671	0	203.969	61.035	27.708	0	0	0	269.852	0	139.155	0	2.424	0	0	0	68.59	6.415	2701.521	0	0	0	0	0	0	5.918	0	0	0	0	40.911	0	3.354	0	0	0	0	0	0	0	32.959	1552.346	3659.142
1.1.1.3	5633.71	6814.609	6723.573	8918.059	4466.303	4106.984	3098.179	1844.102	4350.273	3062.737	1787.85	782.696	3285.517	2733.471	5387.026	4690.89	6937.61	8441.731	3505.581	2844.25	3007.133	3725.839	5029.209	5848.962	8270.062	5466.443	4320.981	3658.582	1840.371	1850.85	5804.535	3726.341	7156.492	4861.432	4869.425	6540.287	900.572	4707.261	5146.294	2519.881	14063.303	5119.793	4551.485	3823.13	4843.064	4020.81	5457.667	6046.407	2948.177	250.369	4358.589	5744.662	4124.512	5475.914	5656.69	7295.61	2984.071	5844.981	5551.796	2029.953	2928.446	4813.776	6580.889	10899.679	16627.817
1.1.1.30	0	0	0	0	0	0	8.251	8.284	8.374	0	0	0	0	13.745	0	9.174	0	14.505	4.525	0	0	0	0	0	0	0	0	0	0	0	9.732	6.943	0	0	0	0	0	0	0	0	0	0	0	24.501	0	0	0	5.952	0	0	21.372	0	0	0	0	0	0	0	14.102	4.464	7.254	0	0	0	0
1.1.1.301	0	0	0	0	17.995	78.127	0	0	0	0	0	0	0	0	0	0	47.014	32.077	0	0	0	0	136.811	0	89.816	234.863	7.482	201.526	0	0	56.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.161	0	0	0	0	0	0	0	0	9.739	0	0	20.822	0	0	0	0
1.1.1.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.304	0	0	0	0	9.62	0	0	0	79.343	49.143	0	0	5.267	21.967	28.983	0	28.819	12.031	140.186	25.666	0	0	0	5.093	32.281	5.869	0	0	56.052	0	10.276	0	37.358	0	0	0	0	5.046	62.505	36.847	0	0	64.124	50.434	126.692	36.598	6.96	36.332	17.952	0	0	0	377.523	270.149	0	0	0	6.838	153.855	0	41.602	6.018	38.555	0	0
1.1.1.305	0	0	0	11.289	0	0	0	1.768	0	0	0	0	0	0	0	0	0	0	0	0	2.117	0	6.839	0	0	2.983	0	0	0	0	0	0	14.626	0	0	0	0	0	0	0	129.857	0	0	0	0	0	0	0	0	0	0	0	0	2.134	0	0	0	0	0	0	0	1.416	2.707	0	0
1.1.1.306	0	26.339	10.557	257.426	18.892	0	0	0	0	0	0	0	0	4.215	0	12.997	18.935	16.73	0	0	0	0	16.699	46.352	50.603	29.532	0	0	0	0	7.921	0	85.033	342.556	0	0	0	6.282	0	0	6.325	0	0	0	0	0	13.036	19.065	0	0	8.417	10.346	0	0	0	180.647	0	0	4.219	0	0	0	27.336	28.712	14.786
1.1.1.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.31	5.286	135.311	79.313	40.541	21.378	24.094	19.641	0	14.709	58.295	41.231	66.514	0	0	0	125.104	109.279	147.228	30.605	0	26.998	19.833	0	0	227.301	91.863	0	0	0	37.574	75.581	14.604	121.665	180.821	110.365	90.508	0	5.376	101.702	40.574	1.839	0	30.935	32.105	0	0	28.608	79.305	13.886	0	25.892	22.723	30.263	30.691	0	57.708	0	18.697	47.657	10.681	29.717	0	60.006	262.535	1061.739
1.1.1.310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.317	0	0	0	0	17.719	0	35.189	15.964	0	0	8.549	0	71.415	5.39	36.023	243.48	37.898	292.268	0	9.711	11.776	36.791	145.914	195.819	526.651	74.76	391.594	0	0	8.57	122.739	32.017	179.665	25.969	207.02	473.791	16.045	36.351	203.868	20.461	0	0	74.331	92.997	222.943	127.726	55.973	82.385	60.81	0	0	0	332.518	450.023	541.516	511.991	0	0	274.544	0	0	572.962	292.493	158.763	30.174
1.1.1.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.596	0	0	0	0	0	7.546	0	0	0	0	0	0	0	27.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06	0	0
1.1.1.336	81.166	45.866	0	147.077	179.551	186.937	232.235	212.988	234.343	18.941	0	0	554.619	559.745	88.197	578.603	149.909	154.087	596.031	1120.673	857.974	450.535	182.689	301.825	329.332	456.808	1315.954	2124.145	13.238	17.597	319.51	167.507	165.706	19.356	19.804	0	11.136	44.99	446.613	542.929	153.934	214.544	28.345	118.281	556.858	611.394	0	13.974	1416.367	44.809	452.044	368.925	6.582	191.392	186.152	742.905	73.112	42.066	17.737	842.798	241.693	5.512	60.413	0	14.675
1.1.1.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.34	0	0	0	0	0	0	0	0	0	0	0	16.307	0	0	48.914	226.589	0	0	20.757	187.694	838.384	147.194	0	0	174.97	41.432	0	0	0	0	0	0	379.462	360.033	0	0	0	21.769	0	0	0	0	1966.131	2238.207	0	0	359.431	1268.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.37	133.709	0	0	0	39.876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.346	0	0	0	30.975	2.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.582	0	33.454	8.827	0	0	8.782	0	0	0	13.595	0	125.784	4.164	0	0	0	0	5.303	0	939.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.684	5.87	202.12
1.1.1.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.35	391.033	229.356	297.002	1688.211	215.291	189.506	395.094	152.952	279.734	149.094	85.386	95.93	172.096	128.987	805.979	1240.574	515.191	839.171	290.5	443.56	1338.702	660.909	1071.378	961.823	1591.266	408.761	534.42	121.214	96.089	68.781	1079.372	122.743	1968.373	1073.419	523.443	449.051	32.551	125.231	448.426	121.708	14439.115	282.071	2572.191	2795.148	288.75	196.102	583.742	1429.882	373.904	6.377	320.018	328.493	447.337	319.721	364.605	619.65	18.547	169.472	606.121	53.689	220.839	92.131	638.372	4298.96	12098.388
1.1.1.350	0	0	0	0	0	0	6.665	0	0	0	0	0	0	0	0	15.28	0	0	0	0	0	0	6.431	1.402	0	0	2.29	0	0	0	4.023	0	0	0	0	0	0	0	0	7.676	112.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.075	157.463
1.1.1.355	14.842	14.7	0	0	0	0	0	0	39.858	0	0	0	11.166	52.149	20.389	0	0	0	32.089	68.295	6.916	11.403	0	0	7.989	0	25.061	66.316	0	0	18.631	22.675	0	0	0	0	0	0	10.333	26.346	11.443	28.622	0	0	26.066	153.669	0	0	27.284	0	72.845	28.403	0	21.582	6.779	0	0	0	0	118.682	17.136	0	14.873	0	13.694
1.1.1.36	0	157.906	52.051	173.63	11.808	23.773	13.338	0	0	13.666	13.098	91.183	0	8.436	15.189	21.81	49.452	17.07	0	0	4.914	0	13.442	62.326	222.849	58.683	16.773	0	0	8.504	105.291	9.643	101.879	12.805	42.44	11.841	58.797	13.593	205.927	26.47	137.663	809.062	178.675	189.082	60.653	45.438	74.93	103.638	0	48.009	9.942	13.646	198.453	93.863	8.48	83.94	15.221	28.349	20.402	0	0	670.377	208.704	13.338	23.512
1.1.1.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.369	128.429	380.503	173.298	505.848	101.212	96.825	61.239	15.808	98.945	235.234	68.534	0	111.556	49.047	458.444	88.564	563.969	898.22	58.859	45.438	16.087	72.633	290.101	447.422	91.207	140.095	327.96	32.022	110.252	30.991	283.264	51.706	441.842	538.033	428.624	329.909	9.09	69.152	196.504	46.664	163.526	134.032	374.895	72.756	68.884	169.178	42.302	302.801	59.798	0	270.534	228.856	34.562	264.424	238.567	498.164	19.64	108.303	283.459	0	109.244	24.95	667.433	494.338	203.742
1.1.1.37	1445.768	1115.975	736.56	1088.434	1139.428	716.596	2585.099	2927.84	978.547	217.683	195.884	243.73	2323.104	2525.987	1699.258	2863.018	844.384	1756.862	959.212	1702.605	1993.063	636.18	1436.966	1580.475	1289.262	1305.368	2291.613	3035.227	269.677	347.155	2196.036	1632.83	1263.549	187.294	852.145	1490.246	177.298	2285.33	901.889	1045.324	4192.97	1080.279	545.447	1198.427	1000.081	2512.214	300.031	793.835	1826.655	146.297	1203.201	897.984	174.798	795.932	1588.764	2008.017	156.11	278.5	350.825	2759.326	1595.044	723.133	521.938	885	2446.069
1.1.1.370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.373	5.485	0	0	204.72	6.501	0	23.158	0	0	0	0	0	0	0	74.564	95.567	0	10.841	2.56	0	12.988	47.287	94.463	15.971	0	0	0	0	0	0	88.958	0	11.738	0	0	0	0	0	0	0	5.544	0	0	0	0	0	6.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.932	12.045	438.839	1504.679
1.1.1.38	59.244	221.982	427.912	610.287	252.15	310.202	38.369	9.653	32.808	220.362	44.794	0	20.023	65.696	140.56	168.548	613.422	571.626	63.564	96.384	51.447	97.211	272.015	107.282	352.775	180.169	51.023	23.468	19.453	0	295.299	183.923	629.93	256.566	218.84	218.484	10.58	111.494	303.595	32.184	6447.83	64.832	85.835	19.133	77.096	54.61	24.3	137.374	269.917	8.705	91.736	122.532	28.751	63.97	67.425	133.678	20.513	10.809	170.894	0	15.265	90.475	334.983	606.877	2556.976
1.1.1.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.052	0	0	0	0	0	0	0	0	0	3.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.391	0	138.607	0	7.82	9.044	24.997	9.354	9.157	0	29.143	0	0	0	0	9.219	0	0	0	0	0	0	0	42.972	33.319	5.452	6.105	0	0	0	4.093	25.947	0	0	0	13.833	0	13.626	85.012	0	0	0	0	0	0	0	30.691	0	0	0	0	177.107	33.539	0	0	0	16.502	29.832	15.27	0	0	0	6.216	0	10.41	12.43
1.1.1.392	0	0	500.392	0	0	0	0	0	8.418	0	0	0	0	0	0	0	17.851	8.259	0	0	0	0	0	43.087	0	0	0	0	0	0	13.303	0	0	16.406	6.712	0	0	0	0	0	31.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.896	0	0	0	0
1.1.1.393	0	7.323	511.698	11.522	0	4.545	0	0	0	9.014	0	0	0	0	0	0	31.148	0	0	0	0	0	8.998	29.723	0	0	6.014	5.786	0	0	0	0	12.015	0	0	0	0	0	0	0	13.159	0	8.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.079	0	0	0	14.822
1.1.1.395	0	32.718	0	0	0	22.762	8.103	0	7.157	19.708	0	0	0	0	110.361	6.404	0	0	0	0	0	0	8.578	0	0	0	0	0	0	0	0	0	0	0	5.727	6.608	0	21.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.099	0	19.378	9.946	7.161	0	8.538	26.313	0	0	0	0
1.1.1.399	2.508	0	0	10.988	0	0	0	0	0	0	0	0	0	0	0	19.661	0	1.871	15.475	2.818	0	49.376	0	0	0	0	0	57.725	45.869	0	17.509	0	0	0	1.102	0	0	0	3.6	0	0	0	0	0	8.168	0	0	0	6.379	0	0	0	480.478	0	10.01	0	0	0	0	0	0	5.077	1.551	0	222.569
1.1.1.4	0	49.198	40.377	104.775	61.165	6.608	4.459	0	0	9.873	0	0	0	0	33.305	23.172	83.653	12.16	5.122	0	0	0	9.64	0	0	0	4.474	0	0	0	62.164	0	22.011	38.042	63.904	45.628	0	6.589	13.95	0	19.951	41.097	29.855	10.568	19.748	14.702	0	14.709	0	0	0	0	22.213	18.033	19.914	62.875	29.747	41.628	0	0	85.803	0	47.155	17.711	26.883
1.1.1.40	3018.126	1325.672	1160.707	2456.757	1029.722	997.067	1388.584	1462.097	1291.98	673.935	146.18	76.784	952.323	1021.705	706.053	532.363	1799.62	1951.03	2448.349	1204.947	1113.954	987.661	1837.955	1767.637	2005.8	2018.011	1561.147	1580.662	670.586	413.939	1349.002	884.739	1429.165	891.774	1794.298	2205.256	170.798	642.25	1309.94	992.181	3830.919	2241.364	989.46	675.765	690.663	861.56	408.782	848.406	1436.185	92.076	1075.367	1114.759	1059.18	2393.418	1159.282	2026.791	325.078	885.273	1141.579	1736.401	673.746	331.382	1469.626	2175.806	3972.892
1.1.1.405	26.613	170.206	372.359	225.908	295.016	789.559	9.047	0	591.762	226.082	145.167	14.676	227.556	51.606	0	41.284	450.472	584.841	121.215	417.225	71.023	94.513	156.506	151.502	198.083	240.108	45.019	0	132.445	29.622	267.462	280.881	363.927	549.012	281.758	286.772	105.015	122.72	523.782	319.083	65.656	68.984	360.167	309.235	324.131	705.899	300.924	1279.53	76.201	26.527	397.906	661.602	13.625	429.176	39.565	418.791	122.4	193.48	289.661	0	160.538	39.813	345.63	157.336	151.867
1.1.1.41	6.36	28.08	0	8.466	10.373	0	0	0	0	10.684	0	0	0	41.112	0	0	0	0	0	14.747	0	0	26.296	51.354	0	0	0	5.276	0	0	16.293	0	10.538	0	8.478	0	0	46.126	0	0	82.922	70.757	0	0	0	13.73	0	0	0	0	112.704	17.947	1069.326	53.154	0	16.741	20.922	0	0	0	20.968	0	0	0	0
1.1.1.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.924	276.979
1.1.1.414	4.273	0	0	15.519	0	0	4.991	0	0	0	0	0	0	0	0	0	0	0	0	0	4.581	0	27.758	0	7.307	0	23.875	2.747	0	0	40.818	0	0	0	0	0	0	0	0	3.066	645.401	0	0	0	0	0	0	0	0	0	0	0	0	0	2.826	0	0	0	0	0	0	3.626	3.889	20.061	41.777
1.1.1.42	4084.526	3781.49	3440.371	5902.783	2920.334	2991.686	2154.104	1959.848	2877.657	1816.962	948.697	245.54	2004.684	2227.572	3132.786	4520.18	4627.597	6010.787	2549.677	2064.597	2477.095	2577.066	3437.457	4695.54	4796.857	3584.899	4318.324	4451.49	1244.361	974.81	4126.33	2569.206	5227.779	3243.724	3441.576	5183.773	607.648	3015.206	3598.922	1849.385	8486	4538.631	2869.034	2231.556	4087.627	2966.129	1822.103	3108.678	2666.942	163.096	2662.268	3137.572	2988.289	3744.519	4126.804	5291.889	933.982	2035.272	3069.642	1295.487	2465.724	2817.585	3952.92	3985.277	12177.665
1.1.1.44	2094.597	1362.59	2914.098	1215.911	497.396	1628.374	1756.198	2014.189	1923.586	457.796	23.927	81.103	1396.432	1737.772	573.235	1288.445	222.004	409.494	488.323	1018.163	1273.502	708.396	1295.08	1875.658	3827.026	1415.056	3848.071	2012.247	158.778	64.897	1432.191	703.869	1100.45	239.11	1257.622	1250.656	124.479	274.856	1489.357	643.22	2358.35	2629.242	554.566	820.491	1155.498	1301.928	271.053	339.578	1657.44	71.459	532.764	499.059	2764.563	2192.84	3995.771	2580.864	553.8	477.94	1664.196	2049.458	790.474	3010.386	2007.578	1686.588	3368.217
1.1.1.47	7.715	99.189	20.663	147.109	247.411	220.211	34.198	11.476	42.782	97.188	18.808	0	11.185	27.969	78.452	29.071	566.613	198.016	51.989	20.892	43.869	57.984	31.45	55.672	237.575	111.245	48.521	217.014	9.801	32.921	143.327	20.048	178.495	178.225	116.972	32.323	0	80.653	34.863	9.011	1984.819	130.952	151.579	69.301	8.875	24.396	204.978	86.11	71.523	0	235.83	126.88	0	14.035	17.459	180.562	9.796	285.034	30.288	14.934	113.397	108.585	207.627	199.62	555.912
1.1.1.49	735.518	795.25	2204.141	1047.844	123.247	387.175	1259.525	991.396	1185.855	143.461	40.927	195.954	1257.746	1555.494	389.744	1318.112	174.333	472.874	304.563	901.068	899.114	548.495	1215.156	1386.763	2033.215	843.849	2701.505	1832.288	151.177	53.922	1123.675	606.718	1149	158.196	1002.691	542.866	133.998	132.479	1094.928	575.89	5686.246	1299.833	292.167	410.041	646.28	995.551	99.782	121.075	1469.534	121.45	416.377	412.268	1817.705	1342.949	3045.761	1055.999	535.423	420.876	607.586	1968.099	668.503	1176.59	837.89	1361.089	4174.248
1.1.1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
