out,3003,3004,3005,3007,3008,3009,3012,3013,3014,3016,3020,3021,3022,3023,3025,3026,3027,3028,3029,3030,3031,3032,3033,3036,3037,3039,3042,3043,3044,3046,3047,3048,3049,3003A,3003B,3004A,3004B,3005A,3005B,3007A,3007B,3008A,3008B,3009A,3009B,3012A,3012B,3013A,3013B,3014A,3014B,3016A,3016B,3020A,3020B,3021A,3021B,3022A,3022B,3023A,3023B,3025A,3025B,3026A,3026B,3027A,3027B,3028A,3028B,3029A,3029B,3030A,3030B,3031A,3031B,3032A,3032B,3033A,3033B,3036A,3036B,3037A,3037B,3039A,3039B,3042A,3042B,3043A,3043B,3044A,3044B,3046A,3046B,3047B,3048A,3048B,3049A,3049B
Enterorhabdus_caecimuris,0.05486,0.06461,0.07723,0.09181,0.01073,0.0515,0,0.00834,0.06093,0.0061,0.03805,0.00205,0.02451,0.02558,0,0.20012,0,0.08404,0.01708,0.07362,0.03588,0.12808,0.11831,0.10424,0.103,0.05479,0.08316,0.08806,0.24063,0,0.01538,0.04018,0.0563,0.01099,0.2668,0.00064,0.11399,0.08059,0.14882,0.0235,0.01073,0.02449,0.07846,0,0.14929,0.00407,0,0.01083,0.04477,0.018,0.02559,0.00153,0.01137,0.02539,0.00879,0.08275,0.0905,0.05839,0.0394,0.00698,0.00033,0.01155,0.19801,0.11874,0.04411,0.01837,0.00193,0.10121,0.03791,0.15073,0.24141,0.07726,0.01521,0.0251,0.0311,0.21688,0.10404,0.02189,0.13585,0.23205,0.28229,0.01121,0.09049,0.57168,0.13486,0.02031,0.02543,0.01469,0.13847,0.20254,0.29309,0.06425,0,0.04675,0.10209,0.16065,0.12281,0.05436
Coprobacter_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18189,0,0,0,0,0.28274,0,0,0,0.95782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01712,0.44486,0,0,0,0,0,0,0,0,0.04729,0.5516,0,0,0,0,0,0,0,0,0.15186,0.11326,0.89549,1.60385,0,0,0,0,0.64959,0.49589,0,0,0,0,0,0,0
Anaerotruncus_sp_CAG_528,0,0,2.06221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05181,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium_succinatutens,0,0,0,0,0,0,0,0,0,0,0.36468,0,0,0,0,0,0.09222,0,0,0,0,0,0.07722,0.10131,0,0,0,0,0,0,1.71152,0,0.13793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31356,1.57136,0,0,0,0,0,0,0,0,0,0,0.09896,0.04932,0,0,0,0,0,0,0,0,0,0,0.00928,0.26647,0.008,0.0569,0,0,0,0,0,0,0,0,0,0,0,0,1.49328,0,0,0.00195,0.00697
Erysipelatoclostridium_ramosum,0.06102,0.0111,0,0.11206,0,0,0,0,0.02805,0,0,0,0,0,0,0,0,0.68457,0,0.08863,0.24334,0,0.00653,0.00358,0.13817,0,0,0.00708,2.54223,0,0.03704,0.07247,0,0,0.03839,0,0.02124,0,0.00188,0,0,0,0.20746,0,0,0,0,0,0.01384,0.0015,0,0,0,0,0,0.0127,0.03046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23558,0,0,0.00501,0,0.00535,1.1845,0,0,0,0,0,0,0,0.01248,0,0.08439,0.00656,0,0,0.39532,0,0,0,0
Eubacterium_sp_OM08_24,0,0,0,0,0,0.10249,0,0,0,0,0,0,0,0,0,0.05048,0.45614,0,0,0,0,0,0.15541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41328,0.4584,0,0,0.53449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27893,0.78208,0.89755,0.25239,0,0,0,0,0,0,0,0,0,0,1.44786,0.15257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megasphaera_sp_MJR8396C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84817,0,0,0,0,0,0.02229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97455,1.44751,0,0,0,0,0,0,0,0,0,0,0.59468,0.01522,0,0,0,0,0,0,0,0,0,0,0
Dialister_succinatiphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44743,4.40478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_cellulosilyticus,0,0.00747,0,0,0,0.15758,0,0,0.50112,0,0.54908,0,0,0,0,0.07723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0,0,0,0.06065,0,0,0,0,0,0.10333,0.05752,0,0,0.35214,0.31075,0,0,0,0,0,0,0,0.04501,0.30684,3.18912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dielma_fastidiosa,0,0.01857,0,0.01259,0.0024,0,0,0.06531,0,0,0.52393,0.0056,0,0.02418,0,0,0,0,0,0.10419,0.15245,0.00943,0.04505,0,0,0.04791,0.86012,0.11931,0,0,0.00609,0,0.03532,0.00573,0.00067,0,0.00406,0,0,0.03694,0.00774,0.00043,0,0,0,0,0,0.05297,0.0704,0,0,0,0,0,0,1.71461,0.27202,0.01411,0,0,0.0048,0,0,0.09053,0,0.13056,0,0,0,0,0,0.09214,0,0.61508,0.06554,0,0.10131,0.01769,0.11343,0,0,0,0,0.02361,0,0,0,0.0115,0.0012,0,0,0,0,0.01538,0,0,0.01101,0
Anaeromassilibacillus_sp_An250,0.01216,0.08329,0.00676,0,0.04602,0,0,0,0.03218,0.00363,0,0,0.03399,0,0,0.19758,0,0,0.00727,0.32746,0.27348,0.12158,0.02349,0,0.01099,0,0.03066,0,0.08532,0,0.00072,0.0175,0,0,0.03154,0,0.1197,0,0.02907,0,0,0.09071,0.0846,0,0,0,0,0.01042,0,0,0,0,0.01103,0,0,0,0,0.0253,0.01215,0,0,0,0,0.05388,0.04776,0,0,0,0,0,0.12468,0.17582,0.08167,0.39923,0.16882,0.11264,0.50077,0.00845,0.00105,0,0.02342,0,0,0.00609,0.02579,0,0.023,0,0,0.1775,1.03323,0,0,0.01149,0.29605,0.03829,0,0
Bacteroides_finegoldii,0,0,0,0,0,0,0.01982,0,0,0,0,0,0,0,0,0.00167,0,0,0,0.16502,0,0,0,0,0,0,0,0,0,0,0,0,0.17596,0,0,0,0,0,0.0097,0,0,0,0,0,0,0.27749,0.3251,0,0,0,0,0,0,0.17492,0.01627,0,0,0,0,0,0,0,0,0.17627,0.53114,0,0,0,0,0,0,0.42053,2.57211,0,0,0,0,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10276
Parabacteroides_johnsonii,0,0,0,0,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45251,0,0,0,0,1.19151,0,0.10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21037,0.33604,0,0,0,0,0,0,0,0,1.41374,0.69477,0,0,0.16216,0.13087,0,0,0,0,0,0,0,0,0
Eubacterium_sulci,0,0.01951,0,0,0,0,0,0,0.01503,0,0,0,0,0,0,0,0,0.00601,0,0.00319,0,0,0,0.07078,0,0,0,0,0,0,0,0,0,0,0.01756,0,0.0428,0,0.05025,0,0,0,0,0.03671,3.24522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04547,0.0052,0,0,0,0,0,0,0,0.01696,0.08951,0,0.97342,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0
Romboutsia_ilealis,0.00826,0,0.06587,0.034,0.00142,0.14853,0,0,0.07856,0,0.00726,0,0.00203,0.01372,0,0.02111,0.24923,0.01329,0,0.00973,0.02189,0.04852,0.01126,0.02264,0,0.00324,0.05171,0.22196,0.00072,0,0.01183,0.03044,0.1201,0.02031,0.21826,0,0,0.01453,0.01459,0.00092,0,0,0.01175,0.12444,0,0,0.00873,0.00066,0,0.38503,0,0,0,0,0.00114,0.01948,0.01111,0,0,0,0,0.00599,0,0.04242,0.00659,0.12805,0.3147,0.05312,0.07147,0,0.00402,0.05215,0.00284,0.01259,0.01665,0.06776,0.06757,0.01146,0,0.03656,0.00166,0,0.04774,0.0615,0.03743,0.60504,0.11528,0.00648,0.18069,0.0234,0,0.00294,0,0,0.00475,0.0797,0.31558,0.00086
Bacteroides_coprophilus,0,0,0,0,0.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11119,0,0,0,0.00253,0,0,0,0,0,0,0,0,0.78568,0,0,0,0,0,0,0,0,0.72723,0.08632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2759,1.19806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02552,0.8423
Bifidobacterium_animalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03783,0,0,0,0,0,0,0,0,0,0,0,3.92581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella_scatoligenes,0.00803,0.09534,0.03307,0.00411,0.00912,0.01741,0.00198,0.00499,0.02481,0.03848,0.06153,0.00048,0.03064,0.07686,0.03478,0.09058,0,0.06965,0.00329,0.0653,0.0588,0.09704,0.04481,0.10225,0.01746,0.00291,0.06385,0.09076,0.03604,0,0.04686,0.01591,0.07674,0.00937,0.01604,0.01518,0.07353,0.03446,0.05974,0.00146,0,0.00852,0.02018,0,0.02235,0.02345,0.0071,0.02812,0.03422,0.01433,0.01996,0.00572,0.02104,0.05344,0.03824,0.00935,0.00657,0.06686,0.03699,0.04552,0.00854,0.02084,0.07887,0.07603,0.02806,0.00766,0.00555,0.0493,0.06504,0,0.0118,0.0456,0.0373,0.02891,0.04781,0.11561,0.09304,0.0452,0.01889,0.02203,0.05702,0.00616,0,0.01294,0.00787,0.09625,0.08597,0.02703,0.06946,0.03384,0.07405,0.28374,0,0.06225,0.03959,0.12297,0.10588,0.02301
Ruminococcus_sp_CAG_563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48916,2.23453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_parvula,0,0.00225,0,0.07907,0.01209,0,0.01449,0,0,0,0,0.26722,0,0.18562,0,0,0,0.06487,0.05925,0,0.00686,0.01888,0,0.00566,0,0,0.00829,0,0,0.0551,0,0,0,0,0,1.5211,0.02426,0,0,0,0,0.04378,0.0319,0,0,0,0,0.02488,0,0,0,0.00919,0,0,0,0,0.07691,0.05545,0.03387,0.00812,0.28115,0.11427,0,0,0,0,0,0.06721,0.0303,0,0,0,0,0.02525,0.04787,0.06189,0.02316,0,0.00565,0,0,0,0,0,0.04837,0.39298,0,0.05342,0.00257,0,0,0,0.00191,0,0,0,0,0
Catabacter_hongkongensis,0.00557,0,0.04136,0,0,0,0,0,0,0.01122,0.0552,0,0.01837,0.04546,0,0.00117,0,0.01275,0.00168,0.00519,0,0.01458,0,0.00958,0.1023,0,0,0.02177,0.03812,0,0.12056,0,0,0,0.04827,0,0,0.34743,0.03655,0,0,0,0,0,0,0,0,0.07215,0.03921,0,0,0,0.00429,0,0,0.07637,0,0.04771,0.00756,0.01653,0,0,0,0.00183,0.00557,0.02248,0,0.10946,0.28333,0.01422,0.04669,0,0,0,0,0.07159,0.05279,0,0,0,0.00841,0,0.12386,0,0,0,0,0.04629,0.05532,0.28508,0.39311,0,0,0.74429,0,0,0,0
Megamonas_funiformis,0,0,0.58662,0,0.93808,0.05325,0,0,0,0,0,0,0,0,0.03888,0,0,0,0,0.02195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567,0.16993,0,0,0.75312,0.25465,0.06097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0.2355,0.04919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerotruncus_colihominis,0.05181,0.0748,0.08941,0.40304,0.0138,0,0.06752,0,0.07111,0,0,0,0,0,0,0.06889,0,0,0,0,0.0041,0,0.12813,0,0,0.00521,0.06286,0.00359,0.01366,0,0.51476,0,0,0.01144,0.00716,0,0,0.21325,0.43999,0.09607,0.04848,0,0,0,0,0.00786,0,0.00304,0.00118,0,0,0,0,0,0,0.18177,0,0,0,0,0,0,0,0.00562,0.03517,0,0,0.00919,0.00435,0,0,0,0,0,0,0,0.00052,0.07494,0.07059,0,0,0,0,0.09888,0,0,0,0,0,0,0,0,0.0138,0.29552,0,0,0,0
Holdemania_filiformis,0,0.14499,0.02953,0.01748,0.04526,0,0,0,0,0,0.01836,0.00408,0,0,0,0.01357,0,0.03623,0.09461,0,0.1031,0,0.07088,0,0.05274,0.09092,0.07756,0,0,0,0.20495,0,0.03825,0.00221,0,0,0.1396,0.05821,0.08386,0,0,0.01486,0,0,0,0,0,0,0,0,0,0,0.00651,0,0,0.02967,0.05564,0.00954,0.00916,0,0,0,0.00949,0.02657,0.02571,0,0,0.15349,0.22994,0.25479,0,0,0,0.03849,0.10322,0,0,0.05548,0.04118,0,0,0.008,0,0.02703,0.01227,0,0.00616,0.00201,0,0,0.00093,0,0,0.50363,0,0.00604,0.05445,0.09216
Anaerotignum_lactatifermentans,0,0,0.1228,0.17335,0.42079,0,0,0,0,0,0,0,0,0.26476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10633,0,0,0,0,0,0,0,0,0.02663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04201,0.09554,0,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79582,0,0.03305,0.00249,0,0
Proteobacteria_bacterium_CAG_139,0.01215,0.00545,0,0,0.02892,0,0,0.66479,0,0,0,0.11689,0,0,0,0,0,0.0379,0.01713,0,0,0,0.00847,0,0,0,0,0.01782,0,0,0.25915,0,0.01307,0.00723,0.03653,0,0,0,0,0,0,0.09876,0.01221,0,0,0,0,0.17827,0.04802,0,0.00166,0,0,0,0,0.13465,0.07043,0,0,0,0,0,0,0,0,0.00178,0,0.25481,0.01538,0,0,0,0,0,0,0,0,0.02801,0.01117,0,0,0,0,0,0,0,0,0.5304,0,0,0,0,0,0.36489,0,0,0,0
Clostridium_sp_CAG_58,0,0.04934,0,0,0,0,0,0.01962,0,0,0,0.05764,0,0,0,0.07441,0,0.00389,0.12002,0.00615,0.0727,0.07787,0,0,0,0.0054,0.00942,0.00356,0.0024,0,0,0,0.15911,0.00862,0.02012,0,0.00204,0.1659,0.09013,0.05709,0.00135,0,0,0,0,0,0.07015,0.08069,0.02187,0,0.00335,0,0,0,0.02322,0.41407,0.24403,0,0.00329,0,0,0,0,0.03708,0.04152,0,0,0,0,0,0,0.00897,0.06661,0.03461,0.0377,0.01546,0.01802,0,0,0,0,0,0,0,0.01664,0,0.02487,0.01563,0.02031,0,0,0,0,0,0,0.00525,0.70718,0.03042
Megamonas_funiformis_CAG_377,0,0,0.34442,0,1.07429,0.00579,0,0,0,0,0,0,0,0,0.17522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0.1649,0,0,0.7429,0.31874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_callidus,0,0.22657,0,0.5689,0,0,0,0,0,0,0.0723,0,0,0.00435,0,0.11043,0,0,0,0.1409,0,0,0.0855,0,0,0.03269,0.01587,0,0,0,0,0.00249,0,0.31327,0.06281,0,0.01009,0.00071,0,0.08783,0.06947,0,0,0,0,0,0,0,0,0,0,0,0,0.19118,0.04091,0,0,0,0,0,0,0,0,0.15538,0.17345,0,0,0,0,0,0,0.1357,0.20639,0,0,0,0,0.02708,0.02672,0,0,0,0,0,0.01315,0,0.00376,0,0,0,0,0,0,0,0,0.01512,0,0
Methylorubrum_extorquens,0,0,0,0,0,0.00818,0,0,0.01827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492,0,0,0,0,0,0,0.07567,1.40909,0,0,0,0,0,0.00479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44382,0,0,0,0,0,0,0,0,0,0,0,0,0.74472,0,0,0,0,0,0,0.01189,0,0,0,0,0.00324,0,0,0
Lactococcus_lactis,0,0.00222,0,0,0.03593,0.06585,0,0,0.17749,0,0,0,0.00115,0.02397,0,0.00653,0,0.05125,0.00228,0.01081,0,0.01116,0,0,0,0,0,0.01119,0.02741,0,0,0,0.00316,0,0.57079,0.06911,0.02823,0,0,0.01033,0.01393,0,0,0.00404,0,0,0,0,0,0.0272,0,0,0,0.01679,0,0,0,0,0.05149,0,0,0,0,0.01592,0.02175,0.13685,0.16633,0.2977,0,0,0,0.27458,0,0,0,0.23532,0,0,0,0,0,0,0,0.18006,0.01755,0,0,0,0,0.03174,0,0,0,0,0,0,0.0124,0.0245
Eubacterium_sp_CAG_38,0.0287,0,0,0,0.12242,0.04177,0,0,0,0,0,0,0.01522,0.00177,0,0,0,0,0.59146,0,0.05069,0.06699,0,0,0,0.21451,0,0,0,0,0.15152,0,0,0.00916,0.00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0,0,0.01545,0.60639,0,0,0,0.17576,0,0.06803,0,0,0.10147,0.02177,0,0,0,0,0,0,0,0.04647,0,0.02231,0.04999,0.01765,0,0,0,0,0,0,0,0.01572,0,0,0,0,0.04004,0.00466,0,0,0,0,0,0,0
Streptococcus_mitis,0,0.06494,0,0,0,0,0,0,0.0053,0,0.01109,0,0.00059,0.00965,0,0.00202,0.00521,0.04963,0,0,0.01387,0,0.00924,0.00415,0,0,0.04056,0.02494,0.02342,0,0,0,0,0,0.06938,0.21645,0.70388,0.02286,0.02761,0,0,0,0.03656,0,0,0,0,0,0,0.01575,0.05185,0,0,0,0,0,0.07962,0,0,0.00261,0,0,0,0.01019,0,0.00626,0.08483,0.03594,0.01615,0.40351,0.04812,0,0,0.00482,0.00803,0,0,0.00743,0,0,0.00913,0,0.0803,0,0,0.08875,0.02599,0.00199,0.01008,0,0,0.04963,0,0,0,0.04937,0,0.02562
Megamonas_hypermegale,0,0,0.55375,0,0.69136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01454,0.13574,0,0,0.70703,0.2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05735,0.02386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_odontolyticus,0.00382,0.03378,0,0.00698,0,0.00291,0,0,0.01253,0,0.00591,0,0.00449,0.03744,0,0.08013,0,0.03598,0,0.00782,0.03716,0,0.04193,0.11098,0,0,0.01296,0.0286,0.0062,0,0,0,0,0,0.21498,0.07995,0.09665,0,0.02135,0,0,0,0.01178,0,0,0,0,0.00798,0.00324,0,0,0,0,0,0,0,0.01589,0.00199,0.00508,0.02485,0,0,0,0.01279,0,0,0,0.01021,0.01304,0,0.46282,0.00695,0,0.01299,0,0.02959,0.04351,0.00545,0,0.06291,0.08723,0,0,0.00743,0.0111,0.0044,0.02145,0,0.00721,0.05076,0.05732,0.03263,0,0.00321,0.2286,0.04294,0.0534,0
Clostridium_innocuum,0.0249,0.02903,0.01393,0.02785,0,0,0,0,0,0,0.06459,0.00316,0.00639,0.00066,0,0.05202,0,0.01475,0.00435,0,0.13305,0.08663,0.01579,0.03152,0,0.05163,0.03188,0.01466,0.1738,0,0.03077,0.04169,0.03356,0.00756,0.05841,0,0.00149,0.0223,0.05632,0.00346,0,0,0.01208,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.10465,0.12737,0,0,0,0,0,0,0.03963,0.00825,0,0.00285,0.05912,0,0,0,0.00194,0,0.16818,0.0819,0.0067,0.01831,0,0.0088,0,0,0,0,0.03797,0.10574,0,0.00509,0,0,0.02058,0,0,0,0.07042,0,0.03079,0.04577,0
Lactobacillus_rogosae,0,0,0,0,0.44859,0,0.00718,0.02189,0.0012,0.01326,0,0,0,0.02793,0,0,0.0048,0.00505,0.00273,0,0,0,0,0.03438,0.0041,0.18438,0,0.00121,0,0,0,0,0,0.0015,0.00295,0,0,0,0,0,0,0.21906,0,0,0,0.01069,0.13223,0.00115,0.01006,0,0.0459,0.02257,0,0,0,0,0,0,0,0.02592,0.22427,0,0,0.009,0,0,0.00417,0.0173,0.07321,0,0,0,0.31615,0,0,0,0,0,0,0,0.02706,0.00786,0,0.01268,0.04806,0,0,0,0.00172,0,0,0,0,0,0,0,0,0
Clostridium_sp_CAG_299,0,0,0,0.00186,0.80288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811,0,0.34236,0.79064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311,0,0,0,0,0,0,0,0,0,0.01677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenbergiella_tayi,0.21023,0.01614,0,0.01054,0.00282,0,0,0.00477,0,0,0.21609,0,0,0,0,0.04799,0,0,0,0,0,0,0.06186,0.0529,0,0.03814,0.00636,0.02907,0.02452,0,0.06727,0,0,0.00746,0,0,0.00344,0.05323,0.01724,0,0,0.00153,0.02006,0,0,0,0,0.00163,0.02959,0,0,0,0,0,0.0049,0.05149,0,0,0,0,0,0,0,0.68734,0,0.00114,0,0,0,0,0,0,0,0,0,0,0.0359,0,0.16625,0,0,0,0,0,0,0,0,0,0,0.03234,0.01196,0,0,0.02693,0,0.01932,0,0
Clostridium_saccharolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67813,0.00967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24099,0.00976,0,0,0,0
Actinomyces_sp_ICM47,0,0.02761,0,0.01956,0.00092,0,0,0,0,0.02345,0.00224,0,0.00964,0.01296,0,0.0239,0,0.00999,0,0,0.01704,0,0.052,0.02918,0,0,0.0022,0,0.00056,0,0,0,0.00056,0,0.13171,0.06472,0.21773,0,0.0115,0.00181,0,0,0.04662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01383,0,0,0,0.00168,0,0,0,0.03716,0.01199,0,0.38338,0,0,0.0319,0,0,0,0,0,0.01888,0.03087,0,0,0,0.00093,0.00822,0.00749,0,0,0.02597,0.05315,0.03196,0,0,0.32575,0.12504,0.06287,0.00037
Agrococcus_jejuensis,0,0,0,0,0,0,0,0,0.01525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338,0,0,0,0,0,0,0.02112,0.89882,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31024,0,0,0,0,0,0,0,0,0,0,0,0,0.60739,0,0,0,0,0,0,0.00376,0,0,0,0,0,0,0,0
Dorea_sp_CAG_317,0,0,0,1.01908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01135,0.41353,0.10591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10324,0.06983,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemella_sanguinis,0.00315,0.02625,0,0,0,0.03549,0,0,0.00416,0,0,0,0.02871,0.01578,0,0.0551,0.02037,0.02226,0,0,0.00872,0,0,0.0034,0.00491,0.00736,0.02055,0.0076,0.01041,0,0,0,0,0,0.05985,0.15851,0.46433,0.00889,0.04118,0,0,0,0.01101,0.00942,0,0,0,0.00405,0,0.06631,0.0441,0,0,0,0,0,0,0.02338,0,0.01042,0,0.0489,0.01349,0.0181,0,0.00602,0.05077,0,0.00839,0.01195,0.14349,0.01269,0,0,0.00595,0.004,0.00698,0,0,0,0.0242,0.00834,0,0,0.00648,0.09325,0.0649,0,0.00169,0.00974,0.00333,0.01093,0,0,0,0.05627,0.02575,0.01029
Christensenella_minuta,0,0.08586,0,0,0,0,0,0,0.07522,0.01647,0.00985,0,0.01133,0,0,0,0,0,0,0,0.09763,0.02476,0,0.15611,0.20752,0,0.04599,0.02697,0,0,0,0,0,0,0,0,0.01697,0,0,0,0,0,0,0,0,0,0,0,0,0.01932,0.01573,0,0,0,0,0.04724,0,0.0574,0.02809,0,0,0.07824,0.12908,0,0,0,0,0,0,0,0,0,0,0.04546,0.04854,0.02365,0.05131,0,0,0.06423,0.16828,0,0.11998,0,0,0,0.01134,0.02936,0.07483,0,0,0.01284,0,0,0,0,0,0
Sharpea_azabuensis,0,0,0.01588,0.04037,0,0.04011,0.00408,0,0.025,0,0.02492,0,0.00867,0.04314,0,0.0114,0.02177,0.0437,0.0233,0.05599,0.00398,0.0134,0.00157,0.04065,0.02668,0.03303,0.00295,0,0.029,0,0,0.02592,0.03552,0,0,0,0,0.03269,0.01547,0.00915,0,0.00616,0.07628,0.0253,0,0,0,0,0.00345,0.1212,0.0549,0.00971,0,0.00879,0,0.01166,0.02473,0.00439,0.00707,0.00899,0.00698,0,0.03264,0.03666,0.00546,0.03968,0.06991,0.04791,0.01565,0.06872,0,0.06937,0.04521,0,0,0.03041,0.00227,0.00482,0.00163,0.01611,0.02066,0.01214,0,0.0409,0.08506,0,0.00521,0,0.00148,0.00654,0.02453,0.00685,0,0,0,0.00728,0.01686,0.04885
